instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
334,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33
335,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59
336,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72
337,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89
338,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101
339,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118
340,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129
341,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128
342,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83
343,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84
344,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74
345,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41
346,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57
347,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26
348,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44
349,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39
350,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23
351,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16
352,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15
353,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1
354,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2
355,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1
356,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3
357,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18
358,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32
359,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79
360,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93
361,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104
362,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118
363,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91
364,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113
365,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99
366,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105
367,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67
368,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61
369,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57
370,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28
371,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21
372,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18
373,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17
374,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16
375,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8
376,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2
377,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3
378,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1
379,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5
380,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13
381,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33
382,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47
383,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57
384,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64
385,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80
386,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93
387,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86
388,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93
389,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82
390,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71
391,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92
392,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60
393,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33
394,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27
395,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13
396,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4
397,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3
398,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22
399,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28
400,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35
401,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61
402,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125
403,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133
404,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99
405,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83
406,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41
407,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33
408,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20
409,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3
410,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7
411,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3
412,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2
413,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7
414,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32
415,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90
416,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197
417,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109
418,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47
419,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52
420,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70
421,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78
422,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75
423,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82
424,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104
425,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197
426,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161
427,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112
428,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76
429,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59
430,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59
431,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28
432,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13
433,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5
434,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2
435,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
436,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
437,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6
438,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35
439,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101
440,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249
441,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143
442,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57
443,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68
444,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84
445,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98
446,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81
447,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70
448,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91
449,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215
450,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185
451,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152
452,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126
453,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57
454,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56
455,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31
456,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21
457,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6
458,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2
459,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1
460,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1
461,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5
462,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27
463,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68
464,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217
465,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166
466,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63
467,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59
468,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78
469,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73
470,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62
471,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65
472,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97
473,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161
474,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120
475,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96
476,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53
477,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41
478,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34
479,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27
480,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13
481,1,0,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,3,9,12
482,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11
483,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7
484,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3
485,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2
486,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8
487,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27
488,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40
489,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53
490,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63
491,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70
492,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84
493,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75
494,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,10,93,103
495,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83
496,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0.0,8,59,67
497,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54
498,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59
499,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45
500,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39
501,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30
502,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33
503,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22
504,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13
505,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18
506,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5
507,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3
508,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1
509,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2
510,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19
511,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28
512,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58
513,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99
514,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116
515,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87
516,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110
517,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77
518,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65
519,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55
520,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49
521,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50
522,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35
523,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,5,20,25
524,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,5,23,28
525,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21
526,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7
527,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1
528,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1
529,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1
530,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5
531,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15
532,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,5,79,84
533,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,6,171,177
534,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0.0,4,98,102
535,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0.0,6,34,40
536,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46
537,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63
538,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60
539,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45
540,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57
541,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4,66,70
542,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184
543,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,8,145,153
544,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106
545,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,1,80,81
546,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59
547,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35
548,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24
549,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9
550,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5
551,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0,2,2
552,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1
553,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0,9,9
554,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,1,35,36
555,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,5,103,108
556,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,5,233,238
557,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,10,134,144
558,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,6,49,55
559,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,6,55,61
560,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21,85,106
561,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,21,72,93
562,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,11,57,68
563,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,21,63,84
564,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0.0,14,102,116
565,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0.0,14,208,222
566,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,7,218,225
567,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,13,133,146
568,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,16,103,119
569,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,5,40,45
570,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4,49,53
571,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3,37,40
572,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,3,14,17
573,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0,5,5
574,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,3,7,10
575,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0,1,1
576,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0,8,8
577,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30
578,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3,69,72
579,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3,55,58
580,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,2,26,28
581,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,6,35,41
582,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48
583,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,4,43,47
584,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0,36,36
585,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43
586,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36
587,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0,26,26
588,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24
589,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84
590,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3,101,104
591,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79
592,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59
593,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38
594,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27
595,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16
596,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0,9,9
597,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1,2,3
598,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2
599,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1
600,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0,4,4
601,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,0,16,16
602,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60
603,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157
604,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101
605,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0,49,49
606,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30
607,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,1,28,29
608,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31
609,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0.0,2,36,38
610,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0.0,1,40,41
611,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0.0,10,70,80
612,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,2,147,149
613,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,2,107,109
614,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,5,84,89
615,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,1,61,62
616,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,1,57,58
617,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,0,26,26
618,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,1,22,23
619,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,2,26,28
620,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,0,20,20
621,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,0,15,15
622,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,3,5,8
623,1,0,1,4,0,6,0,1,0.16,0.1818,0.69,0.1045,1,2,3
624,1,0,1,6,0,6,0,1,0.16,0.1818,0.64,0.1343,0,2,2
625,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,1,4,5
626,1,0,1,8,0,6,0,1,0.18,0.197,0.55,0.1642,3,31,34
627,1,0,1,9,0,6,0,1,0.18,0.2121,0.59,0.0896,0,34,34
628,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,4,51,55
629,1,0,1,11,0,6,0,2,0.18,0.197,0.64,0.1343,4,60,64
630,1,0,1,12,0,6,0,2,0.2,0.197,0.59,0.194,12,66,78
631,1,0,1,13,0,6,0,2,0.22,0.2273,0.55,0.1642,9,56,65
632,1,0,1,14,0,6,0,2,0.22,0.2273,0.6,0.1343,10,89,99
633,1,0,1,15,0,6,0,1,0.22,0.2121,0.69,0.2537,22,98,120
634,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,19,88,107
635,1,0,1,17,0,6,0,1,0.24,0.2879,0.6,0.0,9,82,91
636,1,0,1,18,0,6,0,1,0.22,0.2273,0.69,0.1343,9,59,68
637,1,0,1,19,0,6,0,2,0.22,0.2121,0.69,0.2537,6,52,58
638,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,0.0896,1,42,43
639,1,0,1,21,0,6,0,1,0.18,0.2121,0.74,0.0896,1,35,36
640,1,0,1,22,0,6,0,1,0.16,0.197,0.8,0.0896,4,28,32
641,1,0,1,23,0,6,0,1,0.16,0.197,0.8,0.0896,3,30,33
642,1,0,1,0,0,0,0,1,0.16,0.1818,0.8,0.1045,0,33,33
643,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,0.0,7,22,29
644,1,0,1,2,0,0,0,1,0.16,0.2273,0.8,0.0,1,10,11
645,1,0,1,3,0,0,0,1,0.14,0.2121,0.93,0.0,1,7,8
646,1,0,1,4,0,0,0,1,0.14,0.2121,0.93,0.0,0,1,1
647,1,0,1,5,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3
648,1,0,1,7,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3
649,1,0,1,8,0,0,0,2,0.14,0.2121,0.86,0.0,1,11,12
650,1,0,1,9,0,0,0,2,0.16,0.2273,0.8,0.0,4,34,38
651,1,0,1,10,0,0,0,2,0.18,0.2424,0.8,0.0,7,57,64
652,1,0,1,11,0,0,0,1,0.22,0.2727,0.75,0.0,9,50,59
653,1,0,1,12,0,0,0,1,0.3,0.3182,0.52,0.1045,10,87,97
654,1,0,1,13,0,0,0,1,0.28,0.2879,0.61,0.1045,13,71,84
655,1,0,1,14,0,0,0,1,0.28,0.303,0.61,0.0896,18,104,122
656,1,0,1,15,0,0,0,1,0.3,0.3333,0.56,0.0,14,95,109
657,1,0,1,16,0,0,0,1,0.3,0.3333,0.56,0.0,19,104,123
658,1,0,1,17,0,0,0,1,0.3,0.2879,0.56,0.194,6,71,77
659,1,0,1,18,0,0,0,1,0.26,0.2576,0.65,0.1642,8,57,65
660,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,0.194,9,46,55
661,1,0,1,20,0,0,0,2,0.26,0.2727,0.65,0.1045,3,30,33
662,1,0,1,21,0,0,0,2,0.24,0.2424,0.7,0.1642,3,25,28
663,1,0,1,22,0,0,0,2,0.24,0.2273,0.7,0.194,2,19,21
664,1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836,5,16,21
665,1,0,1,0,0,1,1,2,0.24,0.2273,0.65,0.2239,1,6,7
666,1,0,1,1,0,1,1,1,0.22,0.2121,0.64,0.2537,2,5,7
667,1,0,1,2,0,1,1,1,0.22,0.2273,0.64,0.194,0,1,1
