season,yr,mnth,hr,weekday,workingday,weathersit,temp,hum,windspeed,cnt
4,0,11,7,2,1,2,0.54,0.68,0.1642,319
2,1,5,15,0,0,2,0.7,0.39,0.4179,502
2,1,5,23,3,1,2,0.5,0.77,0.2537,98
1,1,1,20,3,1,1,0.22,0.37,0.2537,165
1,1,1,9,4,1,2,0.22,0.69,0.0,227
4,0,10,0,2,1,2,0.54,0.88,0.0,30
4,0,12,17,2,1,1,0.36,0.4,0.194,398
2,1,6,22,1,1,2,0.72,0.58,0.194,164
4,0,11,18,5,0,1,0.34,0.39,0.2537,208
2,0,6,9,0,0,2,0.68,0.74,0.1045,169
4,0,10,17,6,0,1,0.46,0.55,0.1343,360
1,0,2,19,6,0,2,0.28,0.93,0.4478,84
3,1,7,2,6,0,3,0.6,0.88,0.2836,60
1,0,2,13,4,1,1,0.2,0.4,0.4179,51
3,0,8,2,3,1,1,0.66,0.69,0.0,6
3,0,8,14,6,0,1,0.8,0.49,0.194,375
3,1,7,19,2,1,3,0.7,0.74,0.2239,414
1,1,2,10,0,0,2,0.26,0.52,0.2537,191
2,0,4,19,3,1,1,0.5,0.31,0.2985,232
4,0,11,20,5,1,1,0.36,0.43,0.2836,186
4,0,10,13,0,0,1,0.4,0.43,0.2239,345
3,1,7,23,6,0,1,0.84,0.56,0.1642,148
1,0,1,19,4,1,1,0.2,0.69,0.0896,79
1,0,1,13,5,1,1,0.22,0.37,0.3881,77
3,1,6,7,6,0,1,0.64,0.83,0.1642,78
4,0,11,1,1,1,1,0.34,0.87,0.0,8
4,1,11,22,0,0,2,0.36,0.66,0.2537,74
4,0,12,13,2,1,1,0.4,0.37,0.3284,127
4,1,10,9,0,0,3,0.4,0.71,0.1343,86
1,0,3,12,1,1,1,0.3,0.42,0.4179,96
2,0,4,23,0,0,1,0.44,0.67,0.1642,56
1,0,12,16,3,1,1,0.3,0.36,0.4179,167
4,1,10,7,4,1,2,0.64,0.89,0.0896,391
4,0,9,7,1,1,2,0.62,0.94,0.0,332
4,0,11,18,2,1,2,0.5,0.72,0.2836,441
3,1,7,3,2,1,1,0.7,0.65,0.1343,2
2,1,6,19,5,1,1,0.7,0.42,0.1642,467
2,0,5,15,1,1,1,0.62,0.41,0.2239,199
1,1,3,12,4,1,2,0.62,0.5,0.1343,265
2,0,4,0,3,1,1,0.44,0.88,0.1343,33
1,0,2,17,6,0,1,0.32,0.31,0.5224,137
2,1,5,5,5,1,1,0.46,0.77,0.1045,34
1,1,1,10,0,0,1,0.3,0.81,0.1045,70
3,1,7,22,6,0,1,0.84,0.59,0.194,220
3,0,8,3,0,0,2,0.64,0.94,0.2537,27
3,1,9,18,5,1,1,0.66,0.61,0.2537,805
2,0,6,15,2,1,2,0.82,0.41,0.3284,183
3,0,8,13,1,1,1,0.9,0.31,0.2985,150
3,1,8,9,5,1,1,0.74,0.7,0.0,398
1,1,1,15,1,1,1,0.32,0.24,0.194,138
4,0,12,11,6,0,1,0.32,0.57,0.0896,275
3,1,7,15,4,1,1,0.92,0.42,0.2985,238
3,1,9,4,5,1,1,0.5,0.77,0.0,10
3,1,7,11,4,1,1,0.9,0.35,0.2985,244
4,0,11,19,3,1,2,0.32,0.57,0.2836,279
1,1,12,8,1,1,1,0.22,0.69,0.0,66
1,0,3,19,3,1,2,0.44,0.51,0.3284,168
3,0,6,23,5,1,1,0.68,0.51,0.1343,172
2,1,4,3,0,0,2,0.44,0.82,0.1642,40
3,1,8,1,2,1,1,0.68,0.89,0.194,21
4,0,9,18,4,1,1,0.64,0.41,0.2239,584
4,0,10,2,0,0,1,0.42,0.54,0.1343,65
4,0,10,18,1,1,1,0.56,0.6,0.0,518
4,0,10,14,5,1,2,0.36,0.46,0.194,185
1,0,1,9,3,1,3,0.22,0.87,0.2985,58
2,0,4,21,2,1,2,0.42,0.82,0.194,84
4,1,9,9,4,1,1,0.66,0.65,0.0,335
2,1,5,19,4,1,1,0.64,0.31,0.194,537
2,1,4,18,3,1,3,0.4,0.43,0.4179,585
4,1,11,11,2,1,3,0.3,0.87,0.2985,65
4,1,10,14,3,1,2,0.42,0.5,0.2239,224
1,0,1,17,3,1,3,0.2,0.93,0.3582,26
3,0,8,2,1,1,2,0.6,0.83,0.0,3
3,0,7,2,0,0,1,0.74,0.66,0.0896,67
3,0,7,11,0,0,1,0.86,0.28,0.1642,275
1,1,1,16,4,1,1,0.26,0.41,0.3284,193
2,0,5,8,6,0,3,0.5,0.94,0.0,88
3,0,9,9,2,1,2,0.54,0.81,0.4179,185
3,1,7,13,5,1,1,0.9,0.27,0.1045,293
1,1,2,20,4,1,1,0.46,0.44,0.1343,269
2,0,5,11,1,1,1,0.68,0.69,0.3881,180
3,0,7,15,6,0,1,0.76,0.45,0.3284,428
3,0,9,14,2,1,1,0.74,0.51,0.3284,190
2,1,5,9,4,1,1,0.62,0.73,0.1642,301
4,1,10,22,3,1,1,0.46,0.55,0.2985,197
3,1,6,8,4,1,1,0.66,0.5,0.1343,617
3,1,7,23,0,0,1,0.68,0.79,0.1642,123
1,1,12,0,1,1,1,0.22,0.69,0.0,12
4,1,10,11,2,1,1,0.6,0.53,0.0,253
1,1,1,5,0,0,1,0.28,0.81,0.1045,5
4,0,11,9,4,1,2,0.42,0.94,0.1045,211
1,1,1,17,0,0,1,0.36,0.21,0.4179,234
2,1,6,3,5,1,1,0.56,0.83,0.1642,5
2,1,6,6,1,1,1,0.52,0.68,0.0,139
2,1,4,19,0,0,1,0.52,0.55,0.2239,346
1,1,2,5,6,0,1,0.24,0.81,0.0896,4
1,1,2,15,6,0,2,0.32,0.66,0.2239,305
1,1,1,10,5,1,1,0.26,0.65,0.194,116
3,1,9,21,6,0,1,0.64,0.57,0.2537,261
1,0,1,11,2,1,2,0.24,0.6,0.1343,61
3,0,8,2,0,0,2,0.7,0.84,0.2239,66
4,0,11,3,2,1,1,0.32,0.87,0.0,3
3,0,8,6,1,1,1,0.7,0.65,0.2836,95
4,1,10,7,1,1,1,0.38,0.66,0.0896,452
2,1,6,22,2,1,1,0.66,0.94,0.1045,207
3,0,8,22,5,1,1,0.7,0.65,0.2239,188
2,0,4,14,2,1,2,0.54,0.64,0.194,107
1,0,2,1,1,1,1,0.38,0.37,0.3582,7
1,0,2,14,1,1,3,0.42,1.0,0.2985,25
3,0,8,16,3,1,3,0.68,0.79,0.0,150
3,0,7,12,1,1,1,0.84,0.53,0.2836,148
3,1,7,8,3,0,1,0.7,0.61,0.1045,153
4,0,11,17,1,1,1,0.58,0.56,0.194,468
4,0,10,1,1,1,1,0.36,0.81,0.0896,6
2,1,6,7,4,1,1,0.5,0.82,0.1642,526
1,0,3,9,5,1,1,0.46,0.63,0.2239,210
2,1,4,23,3,1,1,0.34,0.57,0.2985,61
1,0,12,23,4,1,3,0.4,0.87,0.0,11
1,1,1,8,4,1,2,0.2,0.75,0.0,388
3,1,7,15,3,1,1,0.78,0.31,0.0896,317
4,0,10,12,5,1,2,0.38,0.4,0.1642,213
3,1,9,10,0,0,1,0.64,0.57,0.2985,495
2,0,3,16,1,1,2,0.54,0.64,0.2836,141
1,0,2,6,0,0,1,0.26,0.6,0.2239,1
1,0,2,15,2,1,1,0.22,0.35,0.3881,51
3,0,7,18,4,1,1,0.72,0.42,0.194,578
1,1,3,7,2,1,2,0.46,0.82,0.2836,308
2,1,6,17,6,0,1,0.84,0.24,0.0,495
2,1,5,14,3,1,1,0.68,0.65,0.1343,248
3,1,9,20,0,0,2,0.7,0.84,0.1642,104
4,1,12,8,4,1,1,0.24,0.6,0.194,679
2,1,4,1,0,0,2,0.46,0.82,0.3284,73
4,1,11,19,6,0,1,0.36,0.5,0.1642,239
1,1,3,18,1,1,2,0.6,0.43,0.194,712
1,1,12,4,4,1,2,0.24,0.87,0.3284,3
2,0,5,14,6,0,1,0.72,0.42,0.0,456
3,0,8,2,4,1,1,0.66,0.54,0.1343,11
1,1,1,19,3,1,2,0.2,0.4,0.1045,184
3,1,9,11,0,0,2,0.74,0.7,0.0,489
3,0,7,6,3,1,1,0.7,0.54,0.2239,123
3,0,8,12,5,1,1,0.8,0.27,0.0,222
4,0,11,15,6,0,1,0.52,0.29,0.2836,386
3,0,6,15,2,1,1,0.86,0.41,0.0,166
4,0,12,2,6,0,2,0.28,0.61,0.0896,60
4,0,11,9,1,1,2,0.44,0.88,0.2239,208
3,1,9,23,3,1,1,0.7,0.84,0.0896,150
3,1,9,10,0,0,2,0.72,0.79,0.0,388
2,1,5,18,1,1,1,0.64,0.73,0.1045,530
2,0,4,12,4,1,1,0.46,0.38,0.1642,199
2,0,3,14,2,1,1,0.5,0.42,0.3284,101
4,1,10,16,6,0,1,0.6,0.43,0.5224,659
3,1,8,17,0,0,1,0.64,0.89,0.2239,233
4,1,12,22,1,1,2,0.5,0.82,0.2239,126
4,0,11,9,2,1,2,0.56,0.64,0.0896,200
4,1,10,4,4,1,1,0.44,0.88,0.2239,5
3,0,8,6,3,1,1,0.54,0.77,0.0,111
3,0,6,10,3,1,1,0.74,0.7,0.2537,135
1,1,1,5,5,1,2,0.3,0.7,0.5522,21
1,1,2,18,5,1,1,0.38,0.4,0.1343,385
3,1,6,15,6,0,1,0.88,0.3,0.2537,404
2,0,5,10,3,1,1,0.7,0.61,0.0896,135
2,1,4,4,4,1,1,0.38,0.43,0.2836,1
4,0,10,0,6,0,1,0.4,0.62,0.194,96
2,0,6,8,0,0,2,0.6,0.73,0.2537,98
3,1,9,23,2,1,2,0.56,0.83,0.2239,78
1,0,3,8,5,1,1,0.42,0.67,0.2537,280
3,0,9,8,3,1,2,0.54,1.0,0.1045,462
4,1,11,7,3,1,1,0.24,0.65,0.2836,415
2,0,5,11,2,1,1,0.86,0.47,0.0,106
4,1,10,22,0,0,3,0.44,0.88,0.3582,37
3,1,7,11,5,1,2,0.76,0.45,0.1343,288
3,1,7,16,2,1,1,0.76,0.58,0.2239,402
4,0,12,15,0,0,1,0.32,0.45,0.2836,207
2,1,4,21,1,0,1,0.68,0.51,0.2537,271
2,0,5,10,4,1,1,0.7,0.74,0.2836,143
4,0,11,11,5,1,2,0.44,0.67,0.4478,162
1,0,1,19,0,0,1,0.12,0.3,0.2836,50
3,0,7,20,2,1,1,0.8,0.46,0.2537,290
1,0,1,17,4,1,1,0.22,0.51,0.1642,172
1,1,2,0,3,1,1,0.44,0.38,0.2836,31
3,1,8,12,4,1,1,0.8,0.33,0.1045,343
4,1,10,16,1,0,3,0.42,0.58,0.194,377
4,1,12,18,5,1,1,0.36,0.46,0.1343,455
3,1,6,15,0,0,1,0.86,0.28,0.2239,487
3,0,9,0,5,1,3,0.64,0.94,0.194,16
4,1,10,4,3,1,1,0.5,0.77,0.0896,6
2,0,3,8,1,1,1,0.2,0.34,0.2239,254
3,0,7,15,4,1,1,0.9,0.53,0.2537,133
4,0,10,20,3,1,1,0.5,0.88,0.0,207
2,1,3,1,6,0,1,0.56,0.73,0.0896,128
4,1,12,18,2,1,1,0.38,0.46,0.3284,525
2,1,6,0,5,1,1,0.6,0.73,0.1642,94
3,0,7,20,0,0,1,0.84,0.49,0.1642,195
2,0,6,19,5,1,1,0.68,0.26,0.2836,391
2,0,4,14,3,1,1,0.5,0.34,0.4179,115
1,0,3,7,5,1,1,0.26,0.7,0.194,114
4,0,10,20,1,1,3,0.4,0.82,0.0,204
3,0,8,21,6,0,2,0.7,0.84,0.3284,114
4,1,10,19,6,0,1,0.44,0.44,0.1642,332
4,1,11,23,2,1,1,0.3,0.56,0.2239,205
1,1,2,20,1,1,1,0.3,0.42,0.1642,214
1,0,12,20,1,0,1,0.3,0.56,0.0896,56
2,1,3,6,3,1,1,0.36,0.46,0.3582,115
3,0,7,15,0,0,1,0.84,0.53,0.2985,376
2,1,6,2,1,1,1,0.66,0.74,0.1045,17
3,1,7,13,3,1,2,0.8,0.42,0.1642,273
3,0,9,17,5,1,2,0.68,0.65,0.1642,455
2,0,4,7,6,0,1,0.4,0.54,0.3881,48
1,0,1,16,1,0,2,0.2,0.47,0.1642,82
2,0,3,4,0,0,3,0.18,0.74,0.1642,6
4,0,11,5,0,0,1,0.36,0.87,0.194,5
3,1,6,1,0,0,2,0.68,0.54,0.0896,127
1,0,1,15,5,1,1,0.24,0.38,0.1642,68
2,0,3,9,2,1,1,0.28,0.28,0.3881,172
4,0,11,17,5,0,1,0.34,0.39,0.3284,310
1,0,1,6,3,1,2,0.22,0.93,0.0896,32
1,1,1,14,5,1,1,0.46,0.36,0.194,178
4,1,10,19,1,1,1,0.52,0.52,0.1045,514
2,0,5,21,3,1,1,0.66,0.69,0.1343,236
3,1,7,20,1,1,1,0.78,0.43,0.1343,395
1,0,1,11,5,1,3,0.18,0.93,0.1045,30
1,0,1,15,6,0,2,0.44,0.77,0.2985,110
1,1,1,7,4,1,2,0.34,0.87,0.2836,220
4,0,12,3,5,1,1,0.22,0.8,0.0,6
2,0,5,23,3,1,1,0.46,0.88,0.2537,81
2,0,6,14,6,0,2,0.8,0.46,0.2836,334
1,0,1,9,5,1,1,0.14,0.69,0.1343,117
1,0,3,4,1,1,1,0.2,0.8,0.5224,1
1,0,2,9,5,1,3,0.34,0.93,0.3582,114
4,0,10,20,0,0,2,0.36,0.76,0.2537,87
4,0,9,3,3,1,2,0.6,0.94,0.0896,3
1,1,1,22,0,0,1,0.18,0.37,0.0896,60
3,0,7,23,5,1,1,0.64,0.61,0.1642,167
2,0,4,19,2,1,2,0.5,0.72,0.194,276
3,0,9,0,0,0,1,0.62,0.88,0.0,108
2,1,4,22,3,1,2,0.42,0.77,0.0896,162
2,0,4,13,0,0,1,0.44,0.33,0.2985,367
1,0,2,15,2,1,2,0.24,0.75,0.0,52
1,1,3,1,2,1,1,0.2,0.44,0.2537,6
3,1,7,1,1,1,2,0.76,0.58,0.194,17
2,0,6,0,2,1,1,0.6,0.49,0.194,31
2,1,4,2,6,0,1,0.36,0.43,0.1642,57
3,1,8,5,1,1,2,0.6,0.83,0.0,37
1,0,2,1,6,0,1,0.46,0.14,0.4179,31
4,0,11,23,6,0,1,0.38,0.62,0.2239,93
2,0,3,3,5,1,1,0.2,0.69,0.1045,2
2,1,6,10,6,0,1,0.64,0.47,0.194,435
1,0,1,20,6,0,1,0.18,0.74,0.0896,43
1,0,1,17,2,1,2,0.16,0.86,0.2239,136
2,0,4,4,5,0,1,0.38,0.82,0.0896,3
1,1,1,16,2,1,1,0.42,0.38,0.3582,240
1,0,2,9,2,1,2,0.16,0.93,0.0,116
4,1,11,19,3,1,1,0.38,0.43,0.194,243
4,1,10,3,5,1,1,0.36,0.76,0.0896,6
3,1,8,22,3,1,1,0.64,0.73,0.0,281
4,0,11,4,1,1,1,0.32,0.93,0.0,6
2,0,4,17,4,1,1,0.52,0.52,0.2836,343
4,1,11,11,0,0,1,0.46,0.59,0.1343,504
4,1,11,10,1,1,2,0.36,0.66,0.2537,139
1,0,1,1,2,1,1,0.16,0.59,0.1045,2
4,1,12,17,1,1,2,0.48,0.82,0.2836,616
1,0,2,21,1,0,3,0.22,0.75,0.4478,34
3,1,9,4,4,1,1,0.52,0.83,0.0,6
1,1,1,3,6,0,1,0.26,0.6,0.0896,17
3,1,9,18,1,0,1,0.74,0.66,0.1642,482
2,0,3,14,4,1,2,0.3,0.7,0.1343,83
3,1,9,0,1,0,2,0.66,0.94,0.0,104
2,1,4,13,3,1,2,0.4,0.4,0.3582,163
1,1,3,17,1,1,3,0.3,0.45,0.2985,387
3,1,8,9,3,1,1,0.68,0.65,0.0,376
4,1,12,10,1,1,1,0.44,0.77,0.1343,136
2,1,4,6,1,1,2,0.3,0.81,0.2985,45
2,0,4,22,5,1,1,0.3,0.56,0.1642,74
2,1,5,2,1,0,1,0.6,0.83,0.2239,48
3,0,6,13,2,1,1,0.84,0.44,0.0,189
1,1,12,10,0,0,1,0.26,0.41,0.5821,122
2,0,5,3,0,0,1,0.46,0.72,0.0896,31
3,1,8,20,6,0,1,0.7,0.45,0.1045,341
2,1,4,16,0,0,1,0.64,0.19,0.3284,476
3,0,9,23,3,1,1,0.6,0.94,0.1045,95
3,0,7,23,0,0,1,0.74,0.66,0.2239,70
1,0,2,21,4,1,1,0.52,0.55,0.3881,124
2,1,3,3,0,0,3,0.42,0.94,0.2985,18
2,0,5,19,2,1,1,0.68,0.57,0.3582,365
2,1,6,14,6,0,1,0.72,0.37,0.2239,573
3,0,8,15,0,0,1,0.7,0.84,0.2836,68
3,0,9,21,2,1,3,0.54,0.88,0.2836,121
3,0,7,5,2,1,1,0.7,0.79,0.0896,25
1,0,2,23,5,1,1,0.18,0.69,0.0,53
1,1,1,21,4,1,2,0.4,0.76,0.1045,192
3,1,7,17,3,1,1,0.8,0.31,0.2239,830
4,0,11,13,1,1,1,0.54,0.49,0.0896,189
4,1,12,1,1,1,2,0.38,0.87,0.1045,15
4,0,12,20,5,1,1,0.3,0.81,0.0,150
3,0,7,15,0,0,1,0.92,0.18,0.2985,293
2,0,5,14,1,1,2,0.72,0.62,0.5224,187
3,1,7,11,2,1,1,0.86,0.34,0.194,217
1,1,1,0,2,1,2,0.26,0.7,0.3284,12
3,0,7,21,3,1,1,0.7,0.79,0.194,241
1,0,1,19,0,0,1,0.18,0.47,0.1343,61
1,1,2,15,3,1,2,0.4,0.82,0.2836,90
1,1,2,4,5,1,2,0.28,0.93,0.194,1
4,1,10,10,4,1,2,0.54,0.83,0.1343,225
1,0,2,19,0,0,2,0.34,0.36,0.1343,42
4,1,10,15,4,1,1,0.62,0.65,0.1343,305
1,0,12,8,4,1,2,0.36,0.87,0.0,343
4,0,12,5,0,0,1,0.18,0.59,0.1045,6
4,0,10,20,4,1,1,0.62,0.83,0.2836,181
3,1,7,3,3,1,1,0.66,0.65,0.2239,12
2,0,3,17,2,1,1,0.4,0.2,0.1343,299
2,0,4,21,6,0,2,0.56,0.83,0.2836,135
4,0,11,0,0,0,1,0.36,0.81,0.0,46
3,0,7,14,5,1,1,0.96,0.3,0.2239,148
1,1,2,7,3,1,3,0.38,0.62,0.0896,208
4,1,12,12,3,1,2,0.34,0.42,0.0,232
2,1,5,12,3,1,1,0.7,0.54,0.0,253
1,0,1,23,6,0,1,0.1,0.39,0.4478,22
3,0,7,13,6,0,1,0.88,0.29,0.0,308
2,1,3,1,1,1,1,0.48,0.82,0.2537,28
1,1,2,4,6,0,3,0.24,0.87,0.2239,4
3,0,9,19,0,0,2,0.54,0.68,0.1045,245
2,1,4,10,5,1,1,0.44,0.38,0.194,192
3,0,8,20,3,1,1,0.76,0.31,0.1343,312
3,1,7,0,6,0,2,0.72,0.48,0.0896,191
1,1,1,14,2,1,1,0.42,0.38,0.2985,106
4,0,11,7,0,0,1,0.38,0.87,0.2239,23
1,0,12,15,1,0,1,0.38,0.4,0.2537,131
1,1,3,3,2,1,2,0.54,0.88,0.0,3
1,0,1,21,4,1,1,0.18,0.74,0.0896,38
2,1,5,10,1,1,2,0.52,0.77,0.194,190
4,0,10,6,5,1,1,0.36,0.71,0.1642,85
4,1,12,14,3,1,2,0.34,0.46,0.0,225
1,0,2,13,2,1,1,0.32,0.21,0.2239,82
4,0,11,3,2,1,2,0.54,0.68,0.3284,4
2,0,6,11,5,1,1,0.68,0.69,0.2537,181
3,1,7,16,0,0,1,0.92,0.33,0.2985,313
4,0,10,5,0,0,1,0.24,0.75,0.2985,4
1,0,1,14,1,1,2,0.14,0.46,0.2239,45
3,1,9,0,2,1,2,0.7,0.84,0.2537,29
3,1,7,12,5,1,2,0.76,0.4,0.1045,379
2,1,4,23,3,1,1,0.52,0.23,0.4179,131
2,1,5,23,6,0,2,0.56,0.83,0.2836,149
3,0,8,5,2,1,1,0.54,0.56,0.194,36
2,1,4,2,5,1,1,0.44,0.88,0.194,21
2,0,4,4,1,1,1,0.46,0.94,0.194,1
3,0,9,12,1,0,2,0.72,0.7,0.194,353
3,1,7,19,4,1,1,0.84,0.44,0.2537,533
3,1,7,12,2,1,1,0.88,0.28,0.194,272
2,0,5,21,6,0,1,0.66,0.74,0.2985,201
2,1,5,2,5,1,1,0.46,0.44,0.1642,31
4,0,10,1,2,1,2,0.4,0.87,0.1045,9
4,0,10,16,4,1,2,0.48,0.51,0.4478,234
1,1,2,0,2,1,1,0.3,0.7,0.194,23
4,1,11,21,0,0,1,0.26,0.48,0.0,64
3,1,6,17,1,1,1,0.8,0.24,0.4627,833
3,0,6,8,1,1,1,0.66,0.74,0.194,447
1,0,3,6,6,0,1,0.44,0.44,0.4179,10
4,0,12,10,6,0,2,0.26,0.52,0.2836,181
3,1,8,21,6,0,1,0.62,0.83,0.3582,208
2,1,3,0,5,1,1,0.56,0.83,0.0,95
3,1,8,22,4,1,1,0.74,0.7,0.194,262
1,0,1,10,5,1,1,0.2,0.47,0.4627,63
4,1,10,14,4,1,1,0.52,0.32,0.0896,348
1,0,2,22,2,1,1,0.16,0.43,0.2537,77
3,0,6,7,3,1,1,0.7,0.54,0.2239,336
3,0,8,3,1,1,1,0.6,0.83,0.194,7
1,1,1,22,4,1,1,0.38,0.82,0.1045,142
2,1,6,5,3,1,1,0.48,0.77,0.0,38
3,1,7,19,0,0,1,0.84,0.39,0.1343,382
1,1,2,8,5,1,1,0.24,0.65,0.2239,441
4,0,12,19,1,1,2,0.36,0.53,0.1642,251
2,0,4,9,3,1,1,0.66,0.61,0.2836,197
2,1,4,16,5,1,1,0.56,0.26,0.2537,463
1,1,2,3,0,0,1,0.24,0.41,0.194,21
2,0,6,17,1,1,1,0.7,0.54,0.0,565
4,1,11,11,1,1,1,0.4,0.37,0.2985,130
3,0,8,18,1,1,1,0.72,0.28,0.2985,609
4,0,10,20,6,0,1,0.52,0.77,0.1045,202
2,0,3,0,3,1,2,0.32,0.57,0.0,11
1,1,2,22,4,1,1,0.44,0.54,0.2537,137
3,0,8,9,6,0,1,0.7,0.65,0.0,190
3,0,7,1,4,1,2,0.74,0.84,0.2239,21
4,1,11,20,6,0,1,0.34,0.53,0.1343,181
1,1,3,6,1,1,1,0.34,0.57,0.1045,88
3,0,6,5,6,0,1,0.62,0.61,0.1343,14
2,1,5,0,6,0,1,0.52,0.48,0.1045,148
2,0,3,20,6,0,2,0.28,0.45,0.2537,85
3,1,7,15,3,1,3,0.92,0.35,0.3582,194
3,1,6,15,2,1,1,0.72,0.28,0.4627,317
2,0,4,0,5,1,1,0.36,0.62,0.194,33
2,1,3,15,4,1,1,0.52,0.39,0.3582,307
3,0,8,1,1,1,1,0.68,0.83,0.1343,12
2,1,4,4,2,1,1,0.32,0.66,0.0896,1
4,1,12,1,3,1,1,0.52,0.55,0.3284,11
3,1,7,21,4,1,1,0.8,0.49,0.6119,271
3,0,9,2,5,1,3,0.62,0.73,0.1045,20
1,1,2,16,5,1,1,0.4,0.37,0.1045,311
4,1,12,2,5,1,2,0.26,0.7,0.1343,11
2,0,5,17,6,0,2,0.72,0.42,0.1642,444
3,0,7,5,4,1,1,0.7,0.65,0.1045,27
4,1,12,14,2,1,2,0.38,0.5,0.2239,204
3,0,8,13,2,1,1,0.86,0.3,0.2239,203
1,1,2,13,6,0,2,0.26,0.81,0.2836,235
1,1,1,5,4,1,2,0.3,0.75,0.1045,28
3,0,8,10,1,1,1,0.8,0.52,0.3881,124
4,1,10,14,6,0,1,0.56,0.4,0.0,711
2,0,4,2,0,0,1,0.4,0.62,0.194,29
1,0,2,16,4,1,3,0.38,0.62,0.2836,71
4,1,12,1,0,0,3,0.34,0.76,0.1045,96
2,0,3,17,4,1,2,0.3,0.87,0.2537,168
4,0,10,16,2,1,1,0.56,0.37,0.194,285
2,0,5,17,0,0,1,0.7,0.58,0.2537,306
3,1,7,6,2,1,1,0.66,0.83,0.1343,190
1,1,3,18,0,0,1,0.32,0.33,0.6119,184
1,0,1,19,4,1,1,0.22,0.55,0.0896,112
3,0,8,17,0,0,3,0.74,0.74,0.6418,194
2,1,6,11,1,1,1,0.64,0.38,0.4925,239
1,0,1,0,3,1,2,0.22,0.93,0.0,3
3,1,9,2,1,1,1,0.54,0.6,0.3582,17
3,0,7,16,5,1,1,0.72,0.51,0.194,361
3,1,9,19,6,0,3,0.78,0.62,0.0,392
2,0,3,15,4,1,3,0.3,0.87,0.2985,65
4,0,12,4,6,0,2,0.26,0.65,0.1045,3
4,1,12,13,2,1,1,0.5,0.42,0.2836,286
4,0,12,6,5,1,1,0.22,0.8,0.0,87
2,0,4,2,6,0,2,0.44,0.54,0.2239,65
4,0,10,15,2,1,1,0.58,0.56,0.2836,194
2,1,4,16,2,1,1,0.68,0.22,0.3582,370
3,0,9,16,4,1,2,0.54,0.77,0.4627,222
2,0,4,4,4,1,1,0.34,0.76,0.194,1
2,0,5,19,3,1,1,0.56,0.52,0.1343,401
4,1,12,4,2,1,2,0.4,0.87,0.1343,7
1,0,3,3,1,1,1,0.2,0.8,0.5821,1
4,0,11,9,6,0,1,0.28,0.52,0.2985,142
3,1,7,16,1,1,1,0.78,0.4,0.2836,413
2,0,5,13,6,0,1,0.6,0.35,0.2836,436
4,1,10,9,2,1,1,0.48,0.55,0.2537,355
3,0,7,8,0,0,1,0.76,0.55,0.2239,142
3,1,9,3,3,1,2,0.52,0.63,0.2537,5
3,0,7,17,6,0,1,0.9,0.29,0.1045,302
4,1,10,7,0,0,2,0.5,0.59,0.2985,65
4,0,10,20,5,1,3,0.34,0.61,0.2239,143
2,0,4,2,4,1,1,0.5,0.42,0.3881,13
1,1,3,8,1,1,1,0.34,0.61,0.1343,564
3,0,9,6,6,0,1,0.58,0.94,0.1642,6
2,1,4,5,3,1,1,0.34,0.66,0.0,24
1,1,1,3,6,0,1,0.32,0.57,0.1045,20
2,0,5,11,0,0,2,0.66,0.83,0.2836,319
4,1,12,16,6,0,1,0.4,0.5,0.1343,413
1,1,2,15,0,0,1,0.36,0.29,0.0,353
4,0,10,8,2,1,1,0.44,0.72,0.0,408
3,0,6,6,4,1,1,0.72,0.74,0.1642,100
2,0,3,5,3,1,3,0.32,0.87,0.194,10
1,1,12,21,6,0,2,0.28,0.56,0.4925,60
1,1,2,19,6,0,1,0.26,0.33,0.4478,149
3,0,7,21,1,0,2,0.74,0.62,0.1045,457
2,1,4,7,1,1,1,0.4,0.5,0.194,349
2,1,6,2,5,1,1,0.56,0.56,0.0,19
2,0,5,17,2,1,1,0.7,0.61,0.1045,548
3,1,9,8,3,1,1,0.56,0.64,0.1045,770
4,0,11,22,1,1,3,0.4,0.87,0.1343,78
3,1,8,13,6,0,1,0.8,0.49,0.3582,569
1,1,2,12,3,1,2,0.28,0.65,0.2836,138
4,0,9,5,5,1,1,0.52,0.83,0.194,26
1,0,2,19,3,1,1,0.34,0.53,0.2239,161
4,1,11,6,0,0,2,0.22,0.47,0.1045,11
3,1,8,16,4,1,1,0.8,0.43,0.1642,482
4,0,12,21,4,1,1,0.5,0.63,0.2985,155
4,1,9,20,4,1,2,0.64,0.69,0.2239,457
1,0,2,19,2,1,1,0.16,0.4,0.4627,101
1,1,1,21,0,0,1,0.28,0.56,0.2239,91
3,0,6,5,2,1,2,0.6,0.88,0.1343,25
3,0,6,5,4,1,1,0.58,0.64,0.2537,25
1,1,2,22,5,1,1,0.4,0.37,0.5821,106
3,0,7,10,0,0,1,0.84,0.36,0.1642,254
4,1,11,18,4,1,2,0.36,0.57,0.194,573
2,0,5,10,1,0,1,0.8,0.55,0.2537,269
3,0,7,10,5,1,1,0.9,0.53,0.0896,115
4,0,12,12,0,0,1,0.26,0.6,0.2239,228
3,1,8,22,0,0,1,0.72,0.79,0.0896,157
3,1,8,6,6,0,1,0.7,0.84,0.2239,49
1,1,1,8,0,0,1,0.26,0.87,0.1045,14
2,0,3,23,5,1,2,0.26,0.38,0.2836,39
3,1,8,15,2,1,1,0.76,0.37,0.0,302
4,1,10,15,4,1,1,0.72,0.54,0.2836,325
